500;40,49
750;17,1
1000;49,27
1250;53,11
1500;20,11
1750;26,51
2000;29,97
2250;39,10
2500;32,86
2750;60,87
3000;73,58
3250;92,65
3500;69,55
3750;98,39
4000;107,98
4250;102,3
4500;109,50
4750;123,6
5000;193,67
5250;149,55
5500;222,17
5750;185,29
6000;226,84
6250;263,95
6500;249,99
6750;319,43
7000;291,65
7250;353,16
7500;348,1
7750;346,58
8000;430,8
8250;398,37
8500;437,95
8750;486,12
9000;498,11
9250;522,56
9500;550,98
9750;581,65
10000;605,14
10250;635,3
10500;712,16
10750;711,41
11000;795,90
11250;883,12
11500;875,53
11750;885,3
12000;985,75
12250;1063,40
12500;1066,11
12750;1147,39
13000;1135,80
13250;1233,71
13500;1251,34
13750;1370,58
14000;1368,94
14250;1500,4
14500;1457,76
14750;1545,58
15000;1608,41
15250;1636,33
15500;1693,63
15750;1932,4
16000;1820,57
16250;1921,70
16500;1943,14
16750;2033,32
17000;2058,77
17250;2117,97
17500;2234,55
17750;2322,20
18000;2349,29
18250;2663,51
18500;2444,31
18750;2603,61
19000;2566,21
19250;2794,77
19500;2759,72
19750;2879,56
20000;3005,54
20250;3248,84
20500;3252,27
20750;3367,35
21000;3256,97
21250;3526,3
21500;3528,9
21750;3587,7
22000;3856,68
22250;3648,18
22500;3859,9
22750;3973,98
23000;4143,13
23250;4303,97
23500;4721,68
23750;4418,75
24000;4565,59
24250;4686,5
24500;4830,49
24750;4822,61
25000;4948,65
25250;4892,97
25500;4944,20
25750;5337,0
26000;5402,40
26250;5505,25
26500;5777,83
26750;5639,21
27000;5746,6
27250;5872,51
27500;6377,21
27750;6265,30
28000;6230,40
28250;6571,19
28500;6744,76
28750;6968,78
29000;6959,80
29250;7006,55
29500;7263,84
29750;7119,53
30000;7438,37
30250;7711,5
30500;7614,1
30750;7715,13
31000;8961,49
31250;9979,66
31500;10304,0
31750;9520,55
32000;9067,92
32250;9932,93
32500;11100,81
32750;9897,76
33000;9094,92
33250;8964,22
33500;9345,88
33750;9210,40
34000;9435,71
34250;9760,63
34500;9621,14
34750;9670,11
35000;9892,38
35250;10331,82
35500;10903,1
35750;11086,82
36000;11567,64
36250;10972,95
36500;10743,16
36750;10890,3
37000;11092,90
37250;11882,68
37500;12597,73
37750;11866,86
38000;12159,5
38250;12151,14
38500;13031,64
38750;13257,49
39000;14259,23
39250;15135,7
39500;15491,4
39750;16334,51
40000;15894,74
40250;16609,45
40500;16459,70
40750;17172,8
41000;16287,33
41250;16939,80
41500;18330,17
41750;17004,99
42000;16947,91
42250;19130,92
42500;25811,91
42750;19016,47
43000;19245,82
43250;19417,16
43500;19445,81
43750;19430,69
44000;19812,85
44250;19476,79
44500;20284,18
44750;19913,63
45000;25036,45
